"Name","Url","Telephone","Latitude","Longitude","Address","County","Photo","Tags"
"Howth Writing Workshops","https://www.laraobrien.com/writing-1","00353852555258","53.3871806","-6.066913","12 Church Street, Howth, ","Dublin","https://assets-eu-01.kc-usercontent.com:443/aa24ba70-9a12-01ae-259b-7ef588a0b2ef/b244d75e-94f3-4679-8f79-e963f02b8ac1/writing-at-bench.jpg?w=640&q=66&fit=scale","Activity,Learning"
"Howth Yacht Club","https://hyc.ie/","0035318322141","53.3887051","-6.0677145","Middle Pier, Howth Harbour, Howth, Dublin City, D13 E6V3","Dublin","https://assets-eu-01.kc-usercontent.com:443/aa24ba70-9a12-01ae-259b-7ef588a0b2ef/df0d0b1f-2209-4a06-b73a-90c6b94ca8fa/howth-yacht-club.jpg?w=640&q=66&fit=scale","Activity,Marina,Venue"
"Huguenot Cemetery",,"","53.3386223","-6.2548492","10 Merrion Row, , ","Dublin","https://assets-eu-01.kc-usercontent.com:443/aa24ba70-9a12-01ae-259b-7ef588a0b2ef/b4ab1224-6532-4bbb-83de-3cf672064d99/huguenot-cemetery.jpg?w=640&q=66&fit=scale","Activity,Experience,Attraction,Public Sculpture,Ruins,Historic Houses and Castle"
"Hugo's Restaurant at Druids Glen Hotel","https://www.druidsglenresort.com/hugos-restaurant.html","0035312870877","53.0916636","-6.0788519","Leabeg Upper, Newtown Mount Kennedy, A63 DW08","Wicklow","https://assets-eu-01.kc-usercontent.com:443/aa24ba70-9a12-01ae-259b-7ef588a0b2ef/30290a5a-ed99-4df1-a4b3-0963f1f20d29/c7672e02-b5b2-4f38-a4ef-2ade09e27974_90034.jpg?w=640&q=66&fit=scale","Activity,Food and Drink,Experience,Restaurant,Seafood"
"Hunting Brook Garden","http://www.huntingbrook.com","00353872856601","53.2200803","-6.4874987","Tinode, , W91 YK33","Wicklow","https://assets-eu-01.kc-usercontent.com:443/aa24ba70-9a12-01ae-259b-7ef588a0b2ef/9b1c1230-d5f3-40ec-b194-58b08678edd0/d7bd668d-4635-4967-a0d6-4c482b92592e_74100.jpg?w=640&q=66&fit=scale","Activity,Experience,Gardens,Attraction,Garden"
"Huntington Castle and Gardens","http://www.huntingtoncastle.com","00353539377160","52.6904384","-6.6491183","Huntington Castle, Huntington, Clonegall, , Y21 K237","Carlow","https://assets-eu-01.kc-usercontent.com:443/aa24ba70-9a12-01ae-259b-7ef588a0b2ef/f258797c-3bf3-40fd-b3f5-8d53512ea233/header-huntington-castle-carlow.jpg?w=640&q=66&fit=scale","Activity,Experience,Castle,Attraction,Historic Houses and Castle,Gardens,Garden,Cafe,Food and Drink,Food Shops ,Shopping"
"Hurley's Bar","https://www.facebook.com/HurleysBallinspittle/","00353214778200","51.6664626","-8.5958731","6 10 Main St, Ballinspittle, P17 NY44","Cork","https://assets-eu-01.kc-usercontent.com:443/aa24ba70-9a12-01ae-259b-7ef588a0b2ef/281fc879-fb38-4db5-b3bb-b2ccc60d73bd/8757f9cb-7567-4988-bffd-86c1af1b6786_89182.jpg?w=640&q=66&fit=scale","Activity,Food and Drink,Experience,Pubs and Bar"
"Hurling Tours Ireland","https://www.hurlingtoursireland.ie/","00353879700795","52.65916255881681","-7.236511895479907","O'Loughlin Gaels GAA Grounds, Hebron Road, Kilkenny City, ","Kilkenny","https://assets-eu-01.kc-usercontent.com:443/aa24ba70-9a12-01ae-259b-7ef588a0b2ef/e36c7298-e3e1-4576-ac9f-83646e991f7c/hurling-tours-ireland-instructor-and-boy-demonstrate-the-hurling-to-a-group.jpg?w=640&q=66&fit=scale","Activity,Experience,Gaa,Attraction,Learning,Activity Operator,Venue,Sports Venues"
"Hyde Bridge Gallery","https://www.yeatssociety.com/","00353719142693","54.272077","-8.474933","Yeats Memorial Building, Douglas Hyde Bridge, Sligo Town, ","Sligo","https://assets-eu-01.kc-usercontent.com:443/aa24ba70-9a12-01ae-259b-7ef588a0b2ef/db3eb937-48bc-448d-8ceb-595ee1ea2d9d/2e87d557-a6cd-4c26-a8c1-60bd1505fa00_541.jpg?w=640&q=66&fit=scale","Activity,Experience,Craft,Shopping,Art Gallery,Attraction"
"Hyde Equine","http://www.hydeequine.com/","00353214353358","51.9154995","-8.3688603","Caherlag House, Caherlag, Glanmire, ","Cork","https://assets-eu-01.kc-usercontent.com:443/aa24ba70-9a12-01ae-259b-7ef588a0b2ef/0617f650-ab8e-49eb-88d4-494dca878e26/266effbb-64b9-4a7b-abeb-e48043dd99c9_72882.jpg?w=640&q=66&fit=scale","Activity,Experience,Horse Riding,Equestrian,Activity Operator"
"Hysterical Histories Walking Tour","https://www.hystericalhistories.ie/show/custom-private-walking-tour/","00353876419355","51.8988139","-8.475899799999999","Daunt Square, Centre, , ","Cork","https://assets-eu-01.kc-usercontent.com:443/aa24ba70-9a12-01ae-259b-7ef588a0b2ef/035e2cff-600c-44da-9fe1-c7b2c96dc692/hysterical-histories-at-elizabeth-fort.jpeg?w=640&q=66&fit=scale","Activity,Experience,Activity Operator,Tour,Walking"
"Hysterical Histories Dinner Theatre","https://hystericalhistories.ie/","00353876419355","51.89928299999999","-8.4741568","Paul St, Centre, , T12 WP97","Cork","https://assets-eu-01.kc-usercontent.com:443/aa24ba70-9a12-01ae-259b-7ef588a0b2ef/dd408881-c92a-48a7-874c-ac40e406e1a7/actors-close-up-cork-city-clock-tower.jpeg?w=640&q=66&fit=scale","Activity,Food and Drink,Experience,Restaurant,Activity Operator,Venue,Comedy,Local Produce"
"I am of Ireland","https://www.iamofireland.ie/","00353877997317","51.99386699999999","-7.836618499999999","Ballycrompane, Clashmore, P36 NH61","Waterford","https://assets-eu-01.kc-usercontent.com:443/aa24ba70-9a12-01ae-259b-7ef588a0b2ef/1cc3842b-cedc-4506-8618-a46420bfe968/espresso-cups.jpg?w=640&q=66&fit=scale","Activity,Experience,Craft,Shopping,Shopping Centres and Department Store,Art Gallery,Attraction,Food Shops "
"IBAT College Dublin English Language School","https://www.ibat.ie/","0035318075055","53.34548182932415","-6.2657240105644405","16-19 Wellington Quay, , ","Dublin","https://assets-eu-01.kc-usercontent.com:443/aa24ba70-9a12-01ae-259b-7ef588a0b2ef/c37a6150-4031-4e13-afc3-ac738cdfc654/e63d582c-b04d-4cf7-8758-64a92009316c_92881.jpg?w=640&q=66&fit=scale","Activity,Learning"
"ID Languages","https://www.idlanguages.com","00353719829634","54.4765046","-8.2746465","Building 2, Bundoran Retail Park, Station Rd, Drumacrin, Bundoran, F94 F6NN","Donegal","https://assets-eu-01.kc-usercontent.com:443/aa24ba70-9a12-01ae-259b-7ef588a0b2ef/3dbf573d-d4ad-4215-9c8f-720e0716a0b8/cf731748-1685-4d94-9666-a64af25589b8_96856.jpg?w=640&q=66&fit=scale","Activity,Experience,Learning"
"Il Corvo","https://ilcorvo.ie/","0035318375727","53.37199100505591","-6.252679635581899","98-100 Upper Drumcondra Road, Drumcondra, ","Dublin","https://assets-eu-01.kc-usercontent.com:443/aa24ba70-9a12-01ae-259b-7ef588a0b2ef/62f9ab7b-4626-449e-96a6-b1ae93920bbd/ae1613b8-645f-4ced-ad0a-32e77b189302_76551.jpg?w=640&q=66&fit=scale","Activity,Food and Drink,Restaurant"
"il Pomo D'oro","https://www.ilpomodoro.ie/","00353667194618","52.2677246","-9.7096715","2a Prince's St, Tralee, V92 FY93","Kerry","https://assets-eu-01.kc-usercontent.com:443/aa24ba70-9a12-01ae-259b-7ef588a0b2ef/695963e4-d7b4-4bc3-b027-f03b7610a32f/79226e69-7d59-42b9-8a47-1b8898a07c13_91471.jpg?w=640&q=66&fit=scale","Activity,Food and Drink,Experience,Restaurant"
"IMI Conference Centre & Residence","https://www.imi.ie/","0035312078400","53.2757147","-6.230988","Sandyford Rd, Sandyford, D16 X8C3","Dublin","https://assets-eu-01.kc-usercontent.com:443/aa24ba70-9a12-01ae-259b-7ef588a0b2ef/5a2ee386-f89e-4e72-add2-8afbc2168def/5ea6d4c1-6f19-4d50-bbaa-6b42555bb645_82235.jpg?w=640&q=66&fit=scale","Activity,Learning"
"Connie Foxes Bar & Steakhouse at The Imperial Hotel","https://www.imperialhoteltralee.ie/dining.html","00353667127755","52.2684638","-9.7051191","27 Denny St, Tralee, ","Kerry","https://assets-eu-01.kc-usercontent.com:443/aa24ba70-9a12-01ae-259b-7ef588a0b2ef/0958cfe5-b7b6-4570-8cf5-5b7d0885e315/0f732b77-7db1-42ef-8ad5-8858b298848c_91401.jpg?w=640&q=66&fit=scale","Activity,Food and Drink,Experience,Restaurant,Seafood,Vegetarian"
"Escape Spa at The Imperial Hotel","https://www.imperialhotelcork.com/spa-hotel-cork.html","00353217306622","51.89732979999999","-8.4699792","76 S Mall, Street, T12 A2YT","Cork","https://assets-eu-01.kc-usercontent.com:443/aa24ba70-9a12-01ae-259b-7ef588a0b2ef/ba7cb994-e648-420c-9f6f-58835cb57bdf/relaxation-room-at-escape-spa.jpg?w=640&q=66&fit=scale","Activity,Experience,Pampering,Health Farm,Spa and Wellness,Specialised Retreat,Spa"
"In Our Shoes Walking Tours","https://inourshoeswalkingtours.ie/","00353831499927","53.34407119999999","-6.2731659","70 Cook St, Merchants Quay, , D08 W2K3","Dublin","https://assets-eu-01.kc-usercontent.com:443/aa24ba70-9a12-01ae-259b-7ef588a0b2ef/7913db2e-0176-4197-bbe4-d61fd815ffd9/city-walking-tour.gif?w=640&q=66&fit=scale","Activity,Experience,Activity Operator,Tour"
"In Stitches Comedy Club","https://institchescomedy.com/","00353834170734","53.3442868","-6.2653646","PEADAR KEARNEY'S PUB, 64 Dame Street, Dublin, D02 RT72","Dublin","https://assets-eu-01.kc-usercontent.com:443/aa24ba70-9a12-01ae-259b-7ef588a0b2ef/91c9bc2c-408c-43e9-bb2f-694bd9146873/stage-at-in-stitches-comedy-club.jpg?w=640&q=66&fit=scale","Activity,Venue,Comedy,Food and Drink,Pubs and Bar"
"Inch","https://www.blueflag.global/show-site?siteId=6652","00353667183500","52.12477829999999","-9.970571499999998","Inch Beach, , ","Kerry","https://assets-eu-01.kc-usercontent.com:443/aa24ba70-9a12-01ae-259b-7ef588a0b2ef/d18fe466-49a0-4610-85f6-87694090e8de/inch-strand-kerry.jpg?w=640&q=66&fit=scale","Activity,Experience,Fishing,Angling,Surfing,Activity Operator,Attraction,Beach"
"Inch Strand",,"","51.79492249274245","-8.179764215043065",", Inch, ","Cork",,"Activity,Experience,Attraction,Beach"
"Inch Island",,"","55.06688140000001","-7.4869283","Inch Island, Inch, ","Donegal","https://assets-eu-01.kc-usercontent.com:443/aa24ba70-9a12-01ae-259b-7ef588a0b2ef/dfe5abb0-7664-4242-b0fa-3513075c6add/inch-castle-inch-island-county-donegal.jpg?w=640&q=66&fit=scale","Activity,Experience,Bird Watching,Nature and Wildlife,Castle,Attraction,Historic Houses and Castle,Island,Offshore Island"
"Inch Wildfowl Reserve","https://inchwildfowlreserve.ie/","","55.051601240433065","-7.444063580509351","Inch Levels, Burt, ","Donegal","https://assets-eu-01.kc-usercontent.com:443/aa24ba70-9a12-01ae-259b-7ef588a0b2ef/f52931e7-7a3e-44e0-965a-922683a8b23d/9455401b-fd73-4210-aa36-751c8219a8f3_79846.jpg?w=640&q=66&fit=scale","Activity,Experience,Bird Watching,Nature and Wildlife,Walking ,Walking,Natural Landscape,Attraction"
"Inchigeelagh Farmers Market","https://www.iomst.ie/market/inchigeelagh-farmers-market","003532647985","51.842088","-9.126581","Inchigeelagh, Macroom, ","Cork","https://assets-eu-01.kc-usercontent.com:443/aa24ba70-9a12-01ae-259b-7ef588a0b2ef/e45a9f61-d2c9-4973-aee5-13ac3508fde9/34c2cdcf-6d79-459c-8298-b9039f688be7_62952.jpg?w=640&q=66&fit=scale","Activity,Experience,Food and Drink,Restaurant,Food Shops ,Shopping"
"Inchydoney West Beach","https://www.blueflag.global/show-site?siteId=6653","","51.5965838","-8.865933799999999","Inchydoney Island, Inchydoney, P85 AT27","Cork","https://assets-eu-01.kc-usercontent.com:443/aa24ba70-9a12-01ae-259b-7ef588a0b2ef/4cbe1200-3e7c-4420-997a-f2069a01d89a/inchydoney-beach-view%20.jpg?w=640&q=66&fit=scale","Activity,Experience,Surfing,Activity Operator,Walking ,Walking,Attraction,Beach"
"Inchydoney Surf School","http://www.inchydoneysurfschool.com","00353868695396","51.5970355","-8.8632907","Inchydoney Island, Clonakilty, ","Cork","https://assets-eu-01.kc-usercontent.com:443/aa24ba70-9a12-01ae-259b-7ef588a0b2ef/3835ddbe-4040-4a25-9ad2-a4b2e7825f0c/8e520fcb-544e-44ce-ae3b-3bb237b74f74_62819.jpg?w=640&q=66&fit=scale","Activity,Surfing,Activity Operator"
"Incognito Escape Room - Usher's  Quay","https://incognitoescaperoom.ie","00353833983946","53.3436119","-6.280971599999999","4 Bridgefoot St, Usher's Quay, , D08 VP2X","Dublin","https://assets-eu-01.kc-usercontent.com:443/aa24ba70-9a12-01ae-259b-7ef588a0b2ef/2080f24f-cafa-4900-94d7-890e65041097/incognito-escape-room-view-of-the-kings-quest-room-and-the-dragon-egg.jpg?w=640&q=66&fit=scale","Activity,Activity Operator"
"Incognito Escape Room - Old Dublin Wall","https://incognitoescaperoom.ie/room/prohibition","00353833983946","53.3431161","-6.2749184","La Rochelle, High St, The Liberties, Dublin, D08 YW72","Dublin","https://assets-eu-01.kc-usercontent.com:443/aa24ba70-9a12-01ae-259b-7ef588a0b2ef/1b936da5-b25d-4271-b9dd-2ae9c304b525/people-in-costume-in-escape-room.jpg?w=640&q=66&fit=scale","Activity,Activity Operator"
"Independence Museum Kilmurry","http://www.kilmurrymuseum.ie/","00353217336932","51.84240006266864","-8.881698016532937","Kilmurry Village, Lissarda, Macroom, ","Cork","https://assets-eu-01.kc-usercontent.com:443/aa24ba70-9a12-01ae-259b-7ef588a0b2ef/4e53b85d-c868-45e3-a564-6cf0e3c40ec2/wall-mural-of-independence-museum.jpg?w=640&q=66&fit=scale","Activity,Experience,Learning,Attraction,Museums and Attraction"
"Indigo & Cloth","https://indigoandcloth.com/","0035316706403","53.3452013","-6.2661415","9 Essex St E, Temple Bar, Dublin, D02 RW53","Dublin","https://assets-eu-01.kc-usercontent.com:443/aa24ba70-9a12-01ae-259b-7ef588a0b2ef/b02dd67d-f016-4293-912f-8acbe427994f/menswear-shop-floor-display-indigo-and-cloth.jpg?w=640&q=66&fit=scale","Activity,Shopping,Shopping Centres and Department Store"
"IndoChine","https://www.indochine.ie/","0035316771223","53.33055079999999","-6.251606799999999","133 Leeson Street Upper, Dublin, D04 HX48","Dublin","https://assets-eu-01.kc-usercontent.com:443/aa24ba70-9a12-01ae-259b-7ef588a0b2ef/e5b90d98-289c-4452-8f7a-5e2f8555bebb/exterior-of-indochine-restaurant.jpg?w=640&q=66&fit=scale","Activity,Food and Drink,Restaurant,Vegan,Vegetarian"
"Industry and Co.","https://industryandco.com/","0035316139111","53.34266840000001","-6.262995900000001","41 A/B Drury St, Dublin, ","Dublin","https://assets-eu-01.kc-usercontent.com:443/aa24ba70-9a12-01ae-259b-7ef588a0b2ef/488db235-a148-4b20-b688-fb23388ffbb5/c0a1a794-8a02-4f41-8f6b-47f1726124c6_92129.jpg?w=640&q=66&fit=scale","Activity,Shopping,Shopping Centres and Department Store"
"Inis Bigil (Inishbiggle Island)",,"","53.99516235","-9.909103423","Offshore nr Achill Island, , ","Mayo","https://assets-eu-01.kc-usercontent.com:443/aa24ba70-9a12-01ae-259b-7ef588a0b2ef/2a32923d-629a-4e82-9851-cfdf2c0fcaed/ccf7fb14-34c5-46b9-b192-a2ecf92a25f7_91828.jpg?w=640&q=66&fit=scale","Activity,Experience,Island,Attraction,Offshore Island"
"Inishbofin Island (Inis Bó Finne) - Galway",,"","53.6134854","-10.2095445","Knock, Inishbofin, ","Galway","https://assets-eu-01.kc-usercontent.com:443/aa24ba70-9a12-01ae-259b-7ef588a0b2ef/57830023-11fb-4df1-b9fd-e3ae15148f2c/header-inishbofin-knock-hill-county-galway.jpg?w=640&q=66&fit=scale","Activity,Experience,Fishing,Angling,Swimming,Swimming Pools and Water Park,Venue,Walking ,Walking,Island,Attraction,Offshore Island,Music"
"Inis Cealtra Visitor Experience","https://www.iniscealtra.ie/","0035361711222","52.9305725","-8.4293516","The Old Rectory, Mountshannon, ","Clare","https://assets-eu-01.kc-usercontent.com:443/aa24ba70-9a12-01ae-259b-7ef588a0b2ef/6937f840-f3a5-4ac8-bd82-a88e3589d6ae/inis-cealtra.jpg?w=640&q=66&fit=scale","Activity,Experience,Activity Operator,Attraction,Museums and Attraction,Cafe,Food and Drink,Tour"
"Inis Fraoigh (Inishfree Island)",,"","54.9552778","-8.445277800000001","Inishfree Upper, , ","Donegal","https://assets-eu-01.kc-usercontent.com:443/aa24ba70-9a12-01ae-259b-7ef588a0b2ef/fa894115-996d-4d54-8f72-28db192e03f2/purple-flowers-donegal.jpg?w=640&q=66&fit=scale","Activity,Experience,Island,Attraction,Offshore Island"
"Inis Meáin (Inishmaan)",,"","53.08942860000001","-9.5879368","Carrownlisheen, Inishmaan, , ","Galway","https://assets-eu-01.kc-usercontent.com:443/aa24ba70-9a12-01ae-259b-7ef588a0b2ef/26cc3b8c-13ca-408a-ad69-74b11903afce/inishmaan-aran-islands.jpg?w=640&q=66&fit=scale","Activity,Experience,Walking ,Walking,Attraction,Beach,Island,Offshore Island,Natural Landscape,Nature and Wildlife"
"Inis Meáin Knitting Company","https://inismeain.ie","003539973009","53.0879985","-9.583206799999997","Carrownlisheen, Aran Islands, H91 D231","Galway","https://assets-eu-01.kc-usercontent.com:443/aa24ba70-9a12-01ae-259b-7ef588a0b2ef/dda404cb-2f85-4aea-9dca-68b2361e5673/ca0564cb-032c-47fc-924c-0adf3756f8ae_8213.jpg?w=640&q=66&fit=scale","Activity,Experience,Craft,Shopping,Shopping Centres and Department Store,Food Shops "
"Árainn - Inis Mór (Inishmore)",,"","53.12804430000001","-9.731591700000001","Oghil, Inishmore, , ","Galway","https://assets-eu-01.kc-usercontent.com:443/aa24ba70-9a12-01ae-259b-7ef588a0b2ef/94d9c6af-ba73-4971-a8f6-fd906340a7d6/HEADER_Aran-Islands-Shoot.jpg?w=640&q=66&fit=scale","Activity,Experience,Restaurant,Bird Watching,Nature and Wildlife,Cycling,Swimming,Swimming Pools and Water Park,Venue,Walking ,Walking,Attraction,Beach,Island,Offshore Island,Natural Landscape,Ruins,Historic Houses and Castle,Local Produce,Food and Drink,Pubs and Bar"
"Inish Adventures","https://www.inishadventures.com/","00353749385903","55.1880821","-7.0375907","James's St, Gort North, Moville, ","Donegal","https://assets-eu-01.kc-usercontent.com:443/aa24ba70-9a12-01ae-259b-7ef588a0b2ef/a82be3c5-aa4c-4ebe-8b82-608989d5e5bf/inish-adventures-aerial-view-of-floating-assault-waterpark-at-moville.jpg?w=640&q=66&fit=scale","Activity,Experience,Kayaking,Activity Operator,Sailing,Surfing"
"Inish Beg Gardens","http://www.inishbeg.com/gardens-woodlands/","003532821745","51.5236654","-9.344686600000001","Inish Beg Estate, Inish Beg, Inishbeg, Baltimore, ","Cork","https://assets-eu-01.kc-usercontent.com:443/aa24ba70-9a12-01ae-259b-7ef588a0b2ef/f479e003-bad9-4133-bb10-b5a6f08e85a1/c1a60bfa-196c-491e-ac23-fd95cfd6e036_71141.jpg?w=640&q=66&fit=scale","Activity,Experience,Gardens,Attraction,Garden,Nature and Wildlife"
"Inish Beg Island","https://www.inishbeg.com/","003532821745","51.52125346840234","-9.352918849022672","Inishbeg Island, Baltimore, ","Cork","https://assets-eu-01.kc-usercontent.com:443/aa24ba70-9a12-01ae-259b-7ef588a0b2ef/a9ca11ae-c5f4-4b5e-a0f3-8fc6e595c510/8fcd077c-1994-4bbc-bb27-cbaf79f9ec87_79599.jpg?w=640&q=66&fit=scale","Activity,Experience,Bird Watching,Nature and Wildlife,Walking ,Walking,Island,Attraction,Offshore Island,Natural Landscape,Cafe,Food and Drink"
"Inishbeg",,"","51.527279","-9.343121","Offshore, Baltimore, ","Cork","https://assets-eu-01.kc-usercontent.com:443/aa24ba70-9a12-01ae-259b-7ef588a0b2ef/7a49b632-b69f-4bea-b5bb-28c63c2b86fa/417dcb04-422c-4e23-873c-799753f7aa40_92042.jpg?w=640&q=66&fit=scale","Activity,Experience,Bird Watching,Nature and Wildlife,Walking ,Walking,Island,Attraction,Offshore Island"
"Inishbofin Cycle Hire","https://www.inishbofin.com/directory-activities/listing/kings-bicycle-hire/","003539545833","53.615073","-10.200035","Middle Quarter, Inishbofin, Inishbofin Island, ","Galway","https://assets-eu-01.kc-usercontent.com:443/aa24ba70-9a12-01ae-259b-7ef588a0b2ef/394808b7-ee19-4c2e-80d6-a12aa534217b/fad8fcf6-169e-4c88-9b5f-e1037437b7e0_44839.jpg?w=640&q=66&fit=scale","Activity,Experience,Cycling,Bike Rental"
"Inishbofin Heritage Museum & Gift Shop","https://www.facebook.com/InishbofinHeritageMuseum","00353879696732","53.613395","-10.206749","Inishbofin Heritage Museum, Inishbofin, ","Galway","https://assets-eu-01.kc-usercontent.com:443/aa24ba70-9a12-01ae-259b-7ef588a0b2ef/42a5b278-5800-4a90-9e29-0505ab5c9e42/1257cb2f-73ed-4fea-a1b1-8d31005fac46_87785.jpg?w=640&q=66&fit=scale","Activity,Experience,Attraction,Museums and Attraction"
"Inis Bó Finne (Inishbofin Island) - Donegal","https://www.donegalislands.com/inishbofin/the-island/","00353749532571","55.1747222","-8.1725",", Inishbofin, ","Donegal","https://assets-eu-01.kc-usercontent.com:443/aa24ba70-9a12-01ae-259b-7ef588a0b2ef/bdd729d7-9de9-48c7-904c-f855146661cc/inisbofin-donegal-1.jpg?w=640&q=66&fit=scale","Activity,Experience,Bird Watching,Nature and Wildlife,Kayaking,Activity Operator,Kitesurfing,Windsurfing,Walking ,Walking,Attraction,Beach,Island,Offshore Island,Natural Landscape"
"Inishcrone (Enniscrone) Pier",,"","54.21975699999999","-9.095086","Carrowhubbuck South, Enniscrone, ","Sligo","https://assets-eu-01.kc-usercontent.com:443/aa24ba70-9a12-01ae-259b-7ef588a0b2ef/1cd186bf-4b6f-483e-b45a-42cd43bf7516/inishcrone-pier-sligo.jpg?w=640&q=66&fit=scale","Activity,Experience,Swimming,Swimming Pools and Water Park,Venue,Walking ,Walking,Attraction,Beach,Natural Landscape,Nature and Wildlife"
"Inishfree Irish Music Tours","https://www.inishfreetours.com/","00353868843867","52.8474255","-8.988738399999999",", Ennis, ","Clare","https://assets-eu-01.kc-usercontent.com:443/aa24ba70-9a12-01ae-259b-7ef588a0b2ef/0f9ed4a4-1742-473e-8dd9-201ea848dec5/views-cliffs-of-moher.jpg?w=640&q=66&fit=scale","Activity,Experience,Activity Operator,Venue,Music,Tour"
"Inishkea Islands ferry","https://inishkeaislands.wordpress.com/","00353838195426","54.12622126718602","-10.21124408134695","Inishkea Islands, , ","Mayo","https://assets-eu-01.kc-usercontent.com:443/aa24ba70-9a12-01ae-259b-7ef588a0b2ef/ffb43f45-9275-4626-8212-2d0d10136bf3/island-ferry.jpg?w=640&q=66&fit=scale","Activity,Experience,Bird Watching,Nature and Wildlife,Swimming,Swimming Pools and Water Park,Venue,Walking ,Walking,Island,Attraction,Offshore Island,Boat,Tour"
"Inishkea Islands",,"","54.12622126718602","-10.21124408134695","Inishkea Islands, , ","Mayo","https://assets-eu-01.kc-usercontent.com:443/aa24ba70-9a12-01ae-259b-7ef588a0b2ef/f56ef474-f560-4458-9171-ab2e3724e106/inishkea-south-island-mayo.jpg?w=640&q=66&fit=scale","Activity,Island,Attraction,Offshore Island,Natural Landscape"
"Inishmac Outdoors","http://www.inishmac.com/en/fishing.htm","00353949546677","53.4971242621869","-9.2406549638416","Inishmacatreer, Cross, ","Mayo","https://assets-eu-01.kc-usercontent.com:443/aa24ba70-9a12-01ae-259b-7ef588a0b2ef/cbe7ca2a-1c2b-4222-9181-816b00d7b3dd/5141d71c-f15d-46cb-bbaf-c99fba991774_85972.jpg?w=640&q=66&fit=scale","Activity,Experience,Fishing,Angling,Activity Operator,Venue,Sports Venues,Boat,Tour"
"Inishmurray Island","https://heritageireland.ie/unguided-sites/inishmurray-monastic-island/","","54.43244976524549","-8.661407318847637",", Inishmurray, ","Sligo","https://assets-eu-01.kc-usercontent.com:443/aa24ba70-9a12-01ae-259b-7ef588a0b2ef/4448a74a-b244-4d41-bae8-f102f98cd657/inishmurray_island.jpg?w=640&q=66&fit=scale","Activity,Experience,Island,Attraction,Offshore Island,Nature and Wildlife"
"Inishowen Boating","https://www.facebook.com/inishowenboating/","00353862522685","55.303162","-7.262806","Inishowen Boating, Bunagee, Culdaff, Inishowen, ","Donegal","https://assets-eu-01.kc-usercontent.com:443/aa24ba70-9a12-01ae-259b-7ef588a0b2ef/fee862bd-bc15-491d-8444-3589d2d0b955/9705ca7f-28cf-4981-ab5c-eee69885e50b_638.jpg?w=640&q=66&fit=scale","Activity,Experience,Fishing,Angling,Activity Operator,Boat,Tour"
"Inishowen Head",,"","55.2259382","-6.928762699999999","Stroove, , ","Donegal","https://assets-eu-01.kc-usercontent.com:443/aa24ba70-9a12-01ae-259b-7ef588a0b2ef/ca77af70-6da7-4fdd-9701-4a2186fe8907/header-inishowen-head-stroove-lighthouse-county-donegal.jpg?w=640&q=66&fit=scale","Activity,Experience,Natural Landscape,Attraction,Nature and Wildlife"
"Inishowen Maritime Museum & Planetarium","https://inishowenmaritime.com/","00353749381363","55.2031068","-6.985980599999999","Old, Coastguard Station, Drumaweer, Greencastle, F93 T028","Donegal","https://assets-eu-01.kc-usercontent.com:443/aa24ba70-9a12-01ae-259b-7ef588a0b2ef/d6e34bce-8e3f-4353-a912-19d030c12900/inishowen-maritime-museum-and-planetarium-exterior.jpg?w=640&q=66&fit=scale","Activity,Experience,Movies,Cinema,Venue,Attraction,Museums and Attraction,Cafe,Food and Drink"
"Inishowen Yoga","https://inishowenyoga.com/","00353872228227","55.251525","-7.258425000000002","Mart Road, Gort Glebe, Carndonagh, ","Donegal","https://assets-eu-01.kc-usercontent.com:443/aa24ba70-9a12-01ae-259b-7ef588a0b2ef/65d5cca6-6ea1-44e6-97d3-511487b2b402/yoga-on-the-beach-beside-stream-at-inishowen-yoga.jpg?w=640&q=66&fit=scale","Activity,Experience,Activity Operator"
"Inishturk",,"","53.7040432","-10.1135408","Inisturk, , ","Mayo","https://assets-eu-01.kc-usercontent.com:443/aa24ba70-9a12-01ae-259b-7ef588a0b2ef/c14cf6a9-d6ee-4ea3-921c-06e0276b2806/tranaun_beach_inishturk.jpg?w=640&q=66&fit=scale","Activity,Experience,Swimming,Swimming Pools and Water Park,Venue,Walking ,Walking,Island,Attraction,Offshore Island,Nature and Wildlife"
"Inismór Tours","https://www.inismortours.com/","00353876935101","53.1291375056116","-9.71157387120888","Mainistir, Inismór  (Inishmore), Aran Islands, ","Galway","https://assets-eu-01.kc-usercontent.com:443/aa24ba70-9a12-01ae-259b-7ef588a0b2ef/b7c0b051-822b-405a-b879-7656fafa6aed/604cf7e9-9ae5-4d45-802a-4e5ce94e1a7a_63067.jpg?w=640&q=66&fit=scale","Activity,Experience,Activity Operator,Tour"
"Inniscarra Lake Coarse Angling","http://homepage.eircom.net/~swrfb/","003532641221","51.9046790003104","-8.64772367564513",", Inniscarra, ","Cork",,"Activity,Experience,Fishing,Angling"
"Innisfallen Island",,"","52.04583299999999","-9.553611","Innisfallen Island, Ross Island, , ","Kerry",,"Activity,Experience,Island,Attraction,Offshore Island"
